name,hubble_type,type_group,B_T,R_d_kpc,Sigma0,shear,compactness,v2_ape,per_galaxy_ape,delta_ape,v2_params,per_galaxy_params
UGC06983,Scd,late,0.08,3.21,60.785,0.9000633476620306,1.3662829999999997,11.045327186584473,3.478825092315674,7.566502094268799,"{'eta': 0.6822544306891412, 'ring_amp': 1.9293999959001156, 'M_max': 2.41849176238994, 'lambda_ring': 19.089423156152076, 'kappa': np.float64(0.5326657725998906), 'R0': 6.42, 'R1': 89.88, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.13644788368143798, 'ring_amp': 14.697495751526388, 'M_max': 2.270679153898881, 'bulge_gate_power': 57.6527085408191, 'lambda_hat': 6.860733009531774}"
UGC07089,Sdm,late,0.08,2.26,260.495,0.8361814371406164,0.47134635333333325,25.308692932128906,2.3434126377105713,22.965280294418335,"{'eta': 0.7333664334466936, 'ring_amp': 1.9965293287180432, 'M_max': 2.5235778671836084, 'lambda_ring': 19.62777872481816, 'kappa': np.float64(0.6049676220606222), 'R0': 4.52, 'R1': 63.279999999999994, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.3643519779238103, 'ring_amp': 0.5705916211775611, 'M_max': 3.8551285522655867, 'bulge_gate_power': 54.834158939738074, 'lambda_hat': 5.000000850081723}"
UGC07125,Sm,late,0.03,3.38,51.5,0.9683793981022576,0.4848452266666666,25.690753936767578,4.210829257965088,21.47992467880249,"{'eta': 0.824454330574429, 'ring_amp': 2.2163563771911057, 'M_max': 2.6883348294716733, 'lambda_ring': 20.168953684719252, 'kappa': np.float64(0.536374390881299), 'R0': 6.76, 'R1': 94.64, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.07399611296785794, 'ring_amp': 0.6698450469190407, 'M_max': 0.8669277223971321, 'bulge_gate_power': 32.6499943147286, 'lambda_hat': 35.806662704642555}"
UGC07151,Scd,late,0.08,1.25,482.835,0.9562260107566263,0.24193500000000004,25.452302932739258,2.5320215225219727,22.920281410217285,"{'eta': 0.7379873933460994, 'ring_amp': 1.865908878721794, 'M_max': 2.5330785451073385, 'lambda_ring': 18.580244901893426, 'kappa': np.float64(0.5931064010792253), 'R0': 2.5, 'R1': 35.0, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.10808210416892683, 'ring_amp': 14.391876728193342, 'M_max': 0.8563478388870701, 'bulge_gate_power': 49.201506911755715, 'lambda_hat': 17.407108158589722}"
UGC07232,Im,late,0.0,0.29,113.71,0.5894540801081019,0.018714666666666664,34.37416458129883,6.104127883911133,28.270036697387695,"{'eta': 0.9951120422280441, 'ring_amp': 2.900968964949917, 'M_max': 3.0064464452649022, 'lambda_ring': 24.312284478818867, 'kappa': np.float64(0.6871760487303876), 'R0': 0.58, 'R1': 8.12, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9999929151607818, 'ring_amp': 7.069427559801101, 'M_max': 3.89449042199575, 'bulge_gate_power': 55.774711850617585, 'lambda_hat': 49.99989950654296}"
UGC07261,Sdm,late,0.08,1.2,283.01,0.6719006807485998,0.23164839999999995,25.78544807434082,7.017272472381592,18.76817560195923,"{'eta': 0.7342523134743159, 'ring_amp': 2.1335551744274377, 'M_max': 2.5253992335240922, 'lambda_ring': 20.72668175263332, 'kappa': np.float64(0.6478931096547667), 'R0': 2.4, 'R1': 33.6, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.04984166241501206, 'ring_amp': 14.346333640206606, 'M_max': 2.5000955039713832, 'bulge_gate_power': 50.986648783020755, 'lambda_hat': 32.367320413311205}"
UGC07323,Sdm,late,0.08,2.26,141.84,0.7501770916151597,0.5519944533333333,17.143413543701172,2.757019519805908,14.386394023895264,"{'eta': 0.7224522877805319, 'ring_amp': 2.075379760514454, 'M_max': 2.501138420608838, 'lambda_ring': 20.260133721767964, 'kappa': np.float64(0.6022600566438976), 'R0': 4.52, 'R1': 63.279999999999994, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.4144630257474262, 'ring_amp': 0.07025725440476699, 'M_max': 1.9487683789383334, 'bulge_gate_power': 10.71116175388654, 'lambda_hat': 35.37945869620006}"
UGC07399,Sdm,late,0.08,1.64,67.89,1.0267232768809713,0.6142346666666667,33.51032257080078,2.3246347904205322,31.18568778038025,"{'eta': 0.6900045496230236, 'ring_amp': 1.782609601443521, 'M_max': 2.4344259807048156, 'lambda_ring': 17.91221160100768, 'kappa': np.float64(0.5145706024324022), 'R0': 3.28, 'R1': 45.919999999999995, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9323303896103938, 'ring_amp': 14.344227802146627, 'M_max': 4.99999834002628, 'bulge_gate_power': 57.50061194204119, 'lambda_hat': 6.790744592650483}"
UGC07524,Sm,late,0.03,3.46,53.43,0.40766715463544545,0.8099214133333333,18.98935317993164,4.13114595413208,14.85820722579956,"{'eta': 0.828342138866003, 'ring_amp': 2.6772405073107723, 'M_max': 2.695626292478533, 'lambda_ring': 23.54172030452079, 'kappa': np.float64(0.6527076020813352), 'R0': 6.92, 'R1': 96.88, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.8269769329044488, 'ring_amp': 8.308375596061845, 'M_max': 1.875287242049744, 'bulge_gate_power': 50.550094089925764, 'lambda_hat': 7.320302129964268}"
UGC07559,Im,late,0.0,0.58,27.53,0.7458783009577654,0.01992126,41.19758987426758,5.411686897277832,35.785902976989746,"{'eta': 0.833468231667985, 'ring_amp': 2.7662235979148457, 'M_max': 2.7175407041077246, 'lambda_ring': 23.376552763297543, 'kappa': np.float64(0.5568342495081539), 'R0': 1.16, 'R1': 16.24, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.999815972283642, 'ring_amp': 0.8217153435985967, 'M_max': 1.0208771305287896, 'bulge_gate_power': 41.99469113846666, 'lambda_hat': 49.99676461124884}"
UGC07577,Im,late,0.0,0.9,27.275,1.0844135069009275,0.0095052,48.59373092651367,14.971935272216797,33.621795654296875,"{'eta': 0.8317668435989733, 'ring_amp': 2.2798548181659193, 'M_max': 2.714499815753443, 'lambda_ring': 19.99899179281888, 'kappa': np.float64(0.49550511195073943), 'R0': 1.8, 'R1': 25.2, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.010001033734510561, 'ring_amp': 4.850016811040244e-05, 'M_max': 1.599570536175184, 'bulge_gate_power': 13.548820061331252, 'lambda_hat': 5.737719744496058}"
UGC07603,Sd,late,0.06,0.53,260.495,0.6655947221045699,0.07236266666666667,17.663007736206055,2.846679925918579,14.816327810287476,"{'eta': 0.7983582405841796, 'ring_amp': 2.2980162197531535, 'M_max': 2.6431530037483935, 'lambda_ring': 21.50085894003461, 'kappa': np.float64(0.6616853898096557), 'R0': 1.06, 'R1': 14.84, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.999985200561842, 'ring_amp': 1.0571648878956472, 'M_max': 4.939719186159913, 'bulge_gate_power': 12.722223994776192, 'lambda_hat': 49.99855631621881}"
UGC07608,Im,late,0.0,1.5,23.325,0.5376134309616176,0.24012449999999996,28.528003692626953,3.81491756439209,24.713086128234863,"{'eta': 0.8024662996313165, 'ring_amp': 2.9302931983817437, 'M_max': 2.6621309972879863, 'lambda_ring': 24.51592498876211, 'kappa': np.float64(0.5831517119359906), 'R0': 3.0, 'R1': 42.0, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.999913747543735, 'ring_amp': 3.1000659886089315, 'M_max': 4.9999998113634545, 'bulge_gate_power': 1.8785575314461345, 'lambda_hat': 49.99890953127599}"
UGC07690,Im,late,0.0,0.57,197.605,0.9938526017039622,0.07000530999999999,52.77275848388672,2.521507501602173,50.251250982284546,"{'eta': 1.0144351431406458, 'ring_amp': 2.4240704649377545, 'M_max': 3.040982594661949, 'lambda_ring': 21.00048933984551, 'kappa': np.float64(0.6076934764094102), 'R0': 1.14, 'R1': 15.959999999999999, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.1911072862260565, 'ring_amp': 3.90293757402862, 'M_max': 3.2469602214992976, 'bulge_gate_power': 4.854881295008232, 'lambda_hat': 43.81868422437825}"
UGC07866,Im,late,0.0,0.61,48.73,0.6126493954465223,0.022277403333333334,33.74317932128906,4.303109169006348,29.440070152282715,"{'eta': 0.9232354523879639, 'ring_amp': 2.885488563429285, 'M_max': 2.8779815236099937, 'lambda_ring': 24.20478169048115, 'kappa': np.float64(0.6250866567237618), 'R0': 1.22, 'R1': 17.08, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9999998213148529, 'ring_amp': 14.999999411916619, 'M_max': 0.9097696384527058, 'bulge_gate_power': 10.839241160469571, 'lambda_hat': 49.99999250308982}"
UGC08286,Scd,late,0.08,1.05,744.39,0.5915907760559538,0.24872715,10.858705520629883,6.332961082458496,4.525744438171387,"{'eta': 0.7394603885547414, 'ring_amp': 2.17916578214553, 'M_max': 2.536107018274202, 'lambda_ring': 21.09246409582863, 'kappa': np.float64(0.6972404066188016), 'R0': 2.1, 'R1': 29.400000000000002, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.864602375327408, 'ring_amp': 11.400561907197337, 'M_max': 2.7492976283018735, 'bulge_gate_power': 24.047830512116807, 'lambda_hat': 7.13521571640453}"
UGC08490,Sm,late,0.03,0.67,288.27,0.8427641225174876,0.14329088999999998,16.640085220336914,2.6109583377838135,14.0291268825531,"{'eta': 0.9052521934050795, 'ring_amp': 2.3817058809824663, 'M_max': 2.8398686973168994, 'lambda_ring': 21.37898729304386, 'kappa': np.float64(0.6408227531747279), 'R0': 1.34, 'R1': 18.76, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.17474832307547844, 'ring_amp': 9.083546128350449, 'M_max': 4.999999977107595, 'bulge_gate_power': 29.114813467834992, 'lambda_hat': 21.851265217640538}"
UGC08550,Sd,late,0.06,0.45,642.39,0.5726507444106355,0.050112599999999986,13.228878021240234,5.5368266105651855,7.692051410675049,"{'eta': 0.8045570827666704, 'ring_amp': 2.352058577819805, 'M_max': 2.6554150171192625, 'lambda_ring': 21.918413395324563, 'kappa': np.float64(0.7159317343976109), 'R0': 0.9, 'R1': 12.6, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9999932451502827, 'ring_amp': 0.8214377655696166, 'M_max': 3.6927692793354896, 'bulge_gate_power': 8.575309583712151, 'lambda_hat': 49.0700857345858}"
UGC08699,Sab,early,0.5,3.09,685.175,1.0209478100203657,4.202812,11.35393238067627,7.338241100311279,4.01569128036499,"{'eta': 0.07359871668593584, 'ring_amp': 0.42545915254372996, 'M_max': 1.3148965145794098, 'lambda_ring': 9.852770181700556, 'kappa': np.float64(0.3841670826457582), 'R0': 6.18, 'R1': 86.52, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.09139693759644275, 'ring_amp': 1.7982197515067033, 'M_max': 2.312644217936025, 'bulge_gate_power': 50.46620158632072, 'lambda_hat': 18.618874916834876}"
UGC08837,Im,late,0.0,1.72,38.71,0.7572292140918524,0.132096,39.3050651550293,13.541168212890625,25.763896942138672,"{'eta': 0.8909757026500578, 'ring_amp': 2.753657303990351, 'M_max': 2.8203237210917096, 'lambda_ring': 23.289286833266328, 'kappa': np.float64(0.577899189825968), 'R0': 3.44, 'R1': 48.16, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.3202155003280767, 'ring_amp': 3.045137906647608e-08, 'M_max': 2.4330149123360463, 'bulge_gate_power': 52.17805721608334, 'lambda_hat': 42.20018805727986}"
UGC09037,Scd,late,0.08,4.28,420.535,1.0430327764118237,3.6522666666666677,69.87329864501953,19.589460372924805,50.28383827209473,"{'eta': 0.7372814567096705, 'ring_amp': 1.7630565469834012, 'M_max': 2.5316271417705263, 'lambda_ring': 17.75540241922142, 'kappa': np.float64(0.5699754108516263), 'R0': 8.56, 'R1': 119.84, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.018995783282127247, 'ring_amp': 4.0852779202631774e-10, 'M_max': 0.5000014940952456, 'bulge_gate_power': 41.01536098309466, 'lambda_hat': 27.96080649783368}"
UGC09133,Sab,early,0.5,6.97,432.315,1.2974083738676023,19.404712333333332,11.024112701416016,11.183357238769531,-0.15924453735351562,"{'eta': 0.07341831420787337, 'ring_amp': 0.35032538747113984, 'M_max': 1.3129646209729375, 'lambda_ring': 8.4630151433604, 'kappa': np.float64(0.3646892856909558), 'R0': 13.94, 'R1': 195.16, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.01644284706239318, 'ring_amp': 14.997656465868564, 'M_max': 2.8894194330218532, 'bulge_gate_power': 39.79920219670377, 'lambda_hat': 49.97617348836691}"
UGC09992,Im,late,0.0,1.04,36.625,0.8184700833285009,0.04078498666666666,45.88692092895508,4.555155277252197,41.33176565170288,"{'eta': 0.8823666737972504, 'ring_amp': 2.679758811141757, 'M_max': 2.8049368166828974, 'lambda_ring': 22.77610285515109, 'kappa': np.float64(0.5616346731405034), 'R0': 2.08, 'R1': 29.12, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.5783045802109599, 'ring_amp': 14.83370590467444, 'M_max': 0.5000296321650769, 'bulge_gate_power': 13.908670791539702, 'lambda_hat': 6.381129193325835}"
UGC10310,Sm,late,0.03,1.8,79.395,0.7256826750208318,0.32149439999999996,19.2666015625,2.460009813308716,16.806591749191284,"{'eta': 0.8621857394666103, 'ring_amp': 2.507526590625422, 'M_max': 2.7590989082278883, 'lambda_ring': 22.299747765862303, 'kappa': np.float64(0.611575885715741), 'R0': 3.6, 'R1': 50.4, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.0585176051932028, 'ring_amp': 10.437989948933403, 'M_max': 1.371730148578095, 'bulge_gate_power': 32.46735085673641, 'lambda_hat': 20.10973069265287}"
UGC11455,Scd,late,0.08,5.93,4784.1,0.99198284410694,16.738611000000002,59.19202423095703,22.455150604248047,36.736873626708984,"{'eta': 0.7409849608363535, 'ring_amp': 1.8239967241110329, 'M_max': 2.5392415337286436, 'lambda_ring': 18.244122958142018, 'kappa': np.float64(0.61504464158964), 'R0': 11.86, 'R1': 166.04, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.010000000008187902, 'ring_amp': 5.512332587494796e-08, 'M_max': 0.5854694382291089, 'bulge_gate_power': 52.96819302302129, 'lambda_hat': 20.19613879979304}"
UGC11557,Sdm,late,0.08,2.75,168.965,0.8943669755294832,0.6622916666666666,121.83062744140625,80.70360565185547,41.12702178955078,"{'eta': 0.7265856120891759, 'ring_amp': 1.9356321585346747, 'M_max': 2.509636521407289, 'lambda_ring': 19.139403087700742, 'kappa': np.float64(0.576768283930858), 'R0': 5.5, 'R1': 77.0, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.010000012513043574, 'ring_amp': 2.5156399715434042e-05, 'M_max': 4.04873252752718, 'bulge_gate_power': 37.15992423575216, 'lambda_hat': 5.1693972496372504}"
UGC11820,Sm,late,0.03,2.08,17.055,0.7729625101394231,0.49447164000000005,21.369903564453125,8.642030715942383,12.727872848510742,"{'eta': 0.6579340030047409, 'ring_amp': 2.460728308929711, 'M_max': 2.376031156732491, 'lambda_ring': 21.957276259355062, 'kappa': np.float64(0.50580158439237), 'R0': 4.16, 'R1': 58.24, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.3487697496803616, 'ring_amp': 10.29269807977142, 'M_max': 2.541920624860728, 'bulge_gate_power': 31.9906449326228, 'lambda_hat': 18.534773642299772}"
UGC11914,Sab,early,0.5,2.44,1584.165,1.1633841314172737,7.5660333333333325,9.172161102294922,7.119295120239258,2.052865982055664,"{'eta': 0.07372952262577402, 'ring_amp': 0.3851789416865262, 'M_max': 1.3162972889012259, 'lambda_ring': 9.107704019634562, 'kappa': np.float64(0.37809957233280567), 'R0': 4.88, 'R1': 68.32, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.010000001347586225, 'ring_amp': 14.228600802932284, 'M_max': 0.5576196326792378, 'bulge_gate_power': 45.38591763839167, 'lambda_hat': 22.556442094914445}"
UGC12506,Scd,late,0.08,7.38,2804.14,0.9163741045735051,15.996149999999998,19.959524154663086,8.216172218322754,11.743351936340332,"{'eta': 0.7408620309275773, 'ring_amp': 1.911324383014901, 'M_max': 2.538988790251985, 'lambda_ring': 18.944462578632244, 'kappa': np.float64(0.6304838236281618), 'R0': 14.76, 'R1': 206.64, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.23954123015774303, 'ring_amp': 10.17823359609431, 'M_max': 1.36035625555957, 'bulge_gate_power': 32.37449219206589, 'lambda_hat': 19.984136364956893}"
UGC12632,Sm,late,0.03,2.42,33.405,0.6930204623210343,0.43223135999999995,17.7181453704834,3.734675168991089,13.98347020149231,"{'eta': 0.7688517280772996, 'ring_amp': 2.536443476449891, 'M_max': 2.5840538853542463, 'lambda_ring': 22.5113625750597, 'kappa': np.float64(0.5643244469772748), 'R0': 4.84, 'R1': 67.75999999999999, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.6103997177244065, 'ring_amp': 9.9801217669859, 'M_max': 2.34353079553383, 'bulge_gate_power': 33.10630199583848, 'lambda_hat': 19.882665990456193}"
UGC12732,Sm,late,0.03,1.98,60.23,0.8202480746475407,0.633864,9.3130521774292,3.7699217796325684,5.543130397796631,"{'eta': 0.8400919157159257, 'ring_amp': 2.4084026284296973, 'M_max': 2.71766263193121, 'lambda_ring': 21.574355049846236, 'kappa': np.float64(0.5749368045142772), 'R0': 3.96, 'R1': 55.44, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.13168155906314277, 'ring_amp': 12.085581255643403, 'M_max': 3.0146533473831605, 'bulge_gate_power': 33.58921695847345, 'lambda_hat': 16.2142180332939}"
UGCA281,BCD,late,0.08,1.72,6.025,1.0659366879953789,0.04989433333333333,26.72549057006836,10.72383975982666,16.0016508102417,"{'eta': 0.4231169322826257, 'ring_amp': 1.7355574964122242, 'M_max': 1.8857059421455493, 'lambda_ring': 17.534868914915986, 'kappa': np.float64(0.40068626018410264), 'R0': 3.44, 'R1': 48.16, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9997318821004921, 'ring_amp': 14.999907395071178, 'M_max': 3.13816547337679, 'bulge_gate_power': 44.15228005910394, 'lambda_hat': 24.53280095107235}"
UGCA442,Sm,late,0.03,1.18,58.05,0.7039727098454645,0.1314063733333333,19.26058006286621,10.320919036865234,8.939661026000977,"{'eta': 0.8366226862523661, 'ring_amp': 2.527063216717777, 'M_max': 2.711156200441089, 'lambda_ring': 22.442717497388387, 'kappa': np.float64(0.5978434651376167), 'R0': 2.36, 'R1': 33.04, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9996553860321846, 'ring_amp': 2.915724953792715, 'M_max': 4.999999981439349, 'bulge_gate_power': 6.68070758031399, 'lambda_hat': 12.4853585894677}"
UGCA444,Im,late,0.0,0.83,11.37,0.942697367863453,0.04058395666666666,25.18920135498047,16.922914505004883,8.266286849975586,"{'eta': 0.6698485733778363, 'ring_amp': 2.503536445954257, 'M_max': 2.4251035332539965, 'lambda_ring': 21.552336430237894, 'kappa': np.float64(0.4672444925333329), 'R0': 1.66, 'R1': 23.24, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9732126176335467, 'ring_amp': 7.003285437609283, 'M_max': 4.987299235497639, 'bulge_gate_power': 33.63193930490591, 'lambda_hat': 24.831091692549357}"
